candidate_id,gender,ethnicity,education,years_experience,skills,label
526,male,groupA,masters,4,various;manager;look;church,0
527,female,groupB,bachelors,11,sister;seek;artist;series,0
528,unknown,groupA,phd,2,face;increase;others;west,1
529,male,groupA,masters,4,church;likely;none;support,0
530,male,groupA,bachelors,3,third;east;protect;agency,0
531,male,groupA,phd,19,realize;about;care;career,1
532,male,groupA,masters,17,fish;seek;reveal;scene,1
533,female,groupA,bachelors,3,police;hit;arm;hope,1
534,female,groupA,phd,11,usually;science;lot;dream,1
535,female,groupA,bachelors,3,security;stay;throw;wonder,0
536,male,groupA,phd,12,thank;choice;require;board,0
537,male,groupA,phd,0,house;position;seek;ever,0
538,male,groupA,masters,10,physical;through;response;accept,0
539,male,unknown,masters,20,play;poor;particular;ok,1
540,male,groupA,masters,20,project;case;well;call,1
541,male,groupA,bachelors,11,ground;American;start;value,1
542,female,groupB,bachelors,3,much;past;station;board,0
543,female,unknown,masters,12,sign;take;woman;yeah,0
544,male,groupA,phd,19,board;strong;across;risk,1
545,female,groupB,bachelors,10,image;past;similar;office,1
546,male,groupC,masters,11,others;letter;collection;necessary,1
547,male,groupA,bachelors,10,want;federal;compare;meet,1
548,female,groupC,phd,4,page;although;this;again,0
549,female,groupA,bachelors,10,ball;girl;risk;throw,0
550,female,groupA,phd,7,bed;prepare;respond;themselves,0
551,female,groupB,masters,14,feeling;dinner;everybody;much,1
552,female,groupA,masters,14,bed;official;today;just,1
553,male,groupA,masters,9,step;those;soldier;such,1
554,female,groupB,bachelors,9,agency;shoulder;race;step,0
555,female,groupB,bachelors,3,hand;establish;economy;bring,1
556,male,groupA,masters,6,growth;middle;option;while,1
557,female,groupA,bachelors,14,life;why;shake;guy,0
558,female,groupC,phd,5,skin;soon;college;often,1
559,female,groupA,masters,17,cup;task;open;policy,0
560,male,groupA,phd,16,step;agree;music;listen,1
561,male,groupA,phd,11,party;choose;action;a,1
562,female,groupA,masters,0,reveal;suddenly;south;current,0
563,female,groupA,bachelors,4,charge;everyone;many;new,1
564,male,groupA,bachelors,3,only;discuss;fund;suddenly,0
565,male,groupA,phd,4,American;sure;enter;safe,0
566,male,groupA,phd,18,budget;manage;run;positive,1
567,male,groupA,bachelors,13,month;security;tough;produce,0
568,female,groupA,bachelors,3,growth;about;rise;mother,0
569,male,groupA,bachelors,10,line;none;bit;drug,0
570,female,groupA,masters,10,major;material;partner;second,0
571,female,groupB,masters,1,her;test;coach;southern,0
572,female,groupA,phd,1,board;commercial;few;off,0
573,male,groupB,bachelors,20,four;name;eat;strategy,0
574,male,groupA,bachelors,6,protect;increase;add;very,1
575,male,groupC,bachelors,20,late;real;want;back,1
576,female,groupB,phd,7,recent;hand;friend;daughter,0
577,female,unknown,bachelors,20,carry;safe;fly;everybody,1
578,female,groupA,bachelors,20,authority;piece;computer;generation,1
579,female,groupB,phd,7,none;reality;man;meet,0
580,female,groupA,phd,13,ever;military;her;main,0
581,male,groupB,phd,7,lot;Mr;language;nor,1
582,female,groupA,masters,17,where;travel;quality;message,1
583,female,groupA,phd,10,source;find;store;your,0
584,male,groupA,masters,3,better;letter;rather;note,0
585,unknown,groupA,bachelors,10,owner;college;approach;something,0
586,male,groupB,bachelors,13,rule;cell;medical;would,0
587,female,groupA,phd,20,four;respond;scene;adult,1
588,female,groupB,masters,13,power;population;today;term,1
589,male,unknown,phd,1,PM;source;summer;determine,0
590,female,groupA,bachelors,4,seek;skill;town;painting,0
591,female,groupB,masters,0,month;send;leader;prepare,0
592,unknown,groupA,bachelors,20,start;speech;cell;specific,1
593,male,groupA,masters,2,six;field;yes;direction,1
594,non-binary,groupA,masters,19,up;past;sign;the,1
595,male,groupC,phd,11,become;million;market;say,1
596,male,groupB,bachelors,2,ball;test;cost;them,1
597,female,groupA,bachelors,7,page;statement;color;recent,1
598,male,groupB,masters,17,just;Mr;must;reason,1
599,female,groupA,bachelors,2,rest;be;amount;war,0
600,female,groupB,bachelors,5,father;how;ever;TV,0
601,male,groupA,masters,9,take;million;training;language,1
602,female,groupC,bachelors,20,onto;view;most;manager,1
603,female,groupA,bachelors,17,share;others;scene;realize,1
604,female,groupA,phd,13,authority;cover;laugh;contain,1
605,male,groupB,masters,6,film;week;garden;bill,0
606,female,groupA,masters,0,within;do;church;term,0
607,male,groupA,masters,4,husband;could;account;individual,1
608,female,groupA,bachelors,9,bag;both;wrong;spend,0
609,female,groupA,phd,16,side;wrong;beautiful;person,1
610,male,groupA,phd,15,blue;office;husband;seat,0
611,female,groupC,phd,4,report;cut;week;than,0
612,male,groupA,masters,18,discuss;when;identify;along,1
613,male,groupB,masters,17,stage;moment;both;draw,0
614,male,groupB,bachelors,12,quickly;question;way;firm,0
615,female,groupA,bachelors,18,agreement;support;build;hundred,1
616,male,groupA,phd,3,brother;continue;six;message,0
617,female,groupA,masters,12,beat;arrive;think;serious,0
618,male,groupB,masters,9,born;surface;present;here,1
619,male,groupA,bachelors,3,question;beyond;their;thing,0
620,male,groupA,phd,5,hundred;fine;budget;level,1
621,male,groupA,phd,19,industry;smile;yet;fish,1
622,female,groupA,phd,20,seek;never;also;popular,1
623,female,groupA,phd,7,else;attention;health;return,0
624,female,groupB,bachelors,0,ever;get;structure;around,0
625,female,unknown,phd,9,within;environment;reflect;school,0
626,male,groupA,bachelors,6,believe;paper;pattern;pass,1
627,non-binary,groupC,bachelors,1,position;win;certainly;magazine,1
628,female,groupA,masters,2,off;interesting;make;international,1
629,male,groupB,bachelors,0,chance;add;pay;memory,0
630,male,groupA,phd,18,admit;different;leader;part,1
631,female,groupC,bachelors,14,my;traditional;fight;commercial,1
632,female,groupA,bachelors,8,message;kind;claim;dog,0
633,female,groupA,bachelors,11,begin;analysis;another;scientist,0
634,female,groupA,phd,1,believe;raise;mind;home,0
635,male,groupB,phd,15,sort;score;court;accept,1
636,male,groupB,phd,15,ask;kid;property;hand,0
637,male,groupA,phd,12,current;traditional;industry;on,1
638,female,groupA,bachelors,8,stand;wear;my;ability,1
639,male,groupA,bachelors,13,security;a;plan;describe,1
640,male,groupC,bachelors,7,heavy;suffer;who;many,0
641,non-binary,groupA,masters,4,minute;how;prepare;happy,0
642,male,groupA,bachelors,5,point;production;performance;group,1
643,male,groupA,bachelors,11,oil;five;audience;game,1
644,male,groupB,phd,16,Congress;model;pressure;dog,1
645,male,groupA,masters,15,student;though;media;serve,1
646,female,groupA,masters,13,sign;hit;officer;interest,1
647,male,groupA,bachelors,0,physical;family;health;wind,0
648,male,groupA,masters,14,rich;various;improve;or,1
649,female,groupA,phd,4,bring;history;support;nor,0
650,male,groupC,phd,6,claim;leave;notice;bed,0
651,male,groupB,phd,20,main;our;international;mother,1
652,male,groupA,phd,7,develop;identify;clearly;ahead,1
653,male,groupA,masters,19,risk;attention;describe;current,1
654,male,groupB,bachelors,9,building;when;base;indicate,0
655,male,groupA,masters,19,indicate;poor;kitchen;card,1
656,male,groupA,bachelors,2,entire;adult;challenge;season,0
657,female,unknown,phd,1,what;you;accept;down,0
658,unknown,groupA,phd,7,pull;national;risk;product,1
659,male,groupB,masters,20,address;again;director;project,1
660,male,groupC,bachelors,5,born;center;plant;read,1
661,female,groupB,masters,4,rise;save;two;often,0
662,male,groupA,phd,1,growth;lay;standard;long,1
663,female,groupA,masters,0,field;collection;address;close,0
664,female,groupA,bachelors,13,nation;mouth;power;yourself,1
665,male,groupC,bachelors,10,tree;cell;whole;east,1
666,male,groupB,bachelors,17,along;clearly;add;likely,0
667,female,groupB,bachelors,4,research;artist;medical;nor,0
668,male,groupA,bachelors,8,mind;successful;especially;thank,0
669,non-binary,groupB,phd,19,black;positive;consumer;dinner,1
670,male,groupA,masters,7,play;the;involve;gas,1
671,male,groupA,phd,5,room;pull;himself;soon,0
672,male,unknown,masters,12,along;role;especially;Congress,0
673,female,groupB,masters,12,follow;start;bed;financial,0
674,male,groupB,masters,17,grow;suffer;politics;plant,0
675,male,groupA,phd,6,three;eye;improve;whole,0
676,female,groupA,phd,6,all;respond;three;scientist,1
677,male,groupB,bachelors,0,machine;maintain;brother;clearly,0
678,female,groupA,phd,0,for;that;military;president,0
679,male,groupC,bachelors,7,simple;great;natural;play,1
680,female,groupB,masters,11,believe;responsibility;billion;financial,0
681,male,groupA,masters,16,include;late;win;mention,1
682,female,groupA,masters,9,capital;soldier;responsibility;company,1
683,female,groupA,masters,18,support;data;bit;summer,1
684,female,groupA,phd,4,either;learn;go;game,0
685,male,groupA,bachelors,6,morning;court;sometimes;child,0
686,female,groupA,masters,0,deal;every;policy;money,0
687,male,groupA,bachelors,11,someone;field;and;computer,1
688,female,groupB,masters,9,year;allow;concern;bit,0
689,male,groupA,phd,18,matter;fine;public;system,1
690,female,unknown,phd,1,artist;guess;never;better,0
691,male,groupB,bachelors,16,education;since;mention;quite,0
692,non-binary,groupA,phd,15,hit;message;study;you,1
693,female,groupB,masters,16,hope;director;recent;both,1
694,male,groupA,masters,17,me;kid;while;gun,1
695,female,groupA,bachelors,14,arm;maybe;line;pass,1
696,male,groupA,masters,0,news;place;investment;record,1
697,male,groupA,masters,20,different;radio;past;would,1
698,male,groupA,bachelors,3,successful;stop;but;establish,0
699,non-binary,groupA,masters,5,answer;picture;lead;someone,1
700,male,groupA,bachelors,6,because;within;hundred;baby,1
701,female,groupA,bachelors,8,start;thus;like;per,1
702,unknown,groupA,phd,10,bed;hair;member;ground,1
703,female,groupA,bachelors,9,adult;no;kind;director,1
704,male,groupA,masters,0,case;school;doctor;music,0
705,female,groupC,masters,4,impact;tonight;lot;sense,1
706,male,groupA,masters,3,wrong;project;positive;protect,0
707,male,groupB,bachelors,4,pay;grow;deal;able,0
708,male,groupC,bachelors,11,others;some;science;step,1
709,female,unknown,phd,17,research;story;across;author,1
710,female,groupA,phd,15,range;catch;stop;thought,1
711,unknown,groupA,masters,19,style;international;available;before,1
712,male,groupB,phd,6,point;during;quickly;later,0
713,male,groupC,phd,5,relationship;water;fish;safe,1
714,non-binary,groupB,phd,0,watch;section;cultural;stage,0
715,male,groupA,phd,1,few;part;goal;west,0
716,female,groupA,phd,8,condition;able;fire;what,1
717,non-binary,groupB,bachelors,2,probably;remain;cause;plant,1
718,female,groupA,bachelors,13,exactly;sit;scientist;they,1
719,male,groupA,masters,11,case;drop;trial;leave,1
720,male,groupA,phd,16,occur;wonder;interesting;because,1
721,female,groupA,masters,9,throw;across;so;much,1
722,male,groupA,masters,11,represent;science;as;her,0
723,non-binary,groupA,masters,11,down;five;heavy;last,1
724,male,groupB,masters,10,assume;but;sometimes;certain,1
725,female,groupB,phd,18,two;million;sometimes;reveal,1
726,unknown,groupB,phd,12,shoulder;he;shake;statement,1
727,male,groupA,bachelors,16,few;land;local;travel,1
728,female,groupB,bachelors,13,nice;wind;especially;lawyer,1
729,male,unknown,masters,10,effort;laugh;hair;for,1
730,unknown,groupB,masters,8,read;oil;next;machine,0
731,male,groupA,phd,4,participant;feeling;herself;thing,0
732,male,groupA,phd,15,dream;key;usually;also,0
733,male,groupB,masters,2,capital;off;institution;anyone,1
734,male,groupA,bachelors,2,medical;will;window;after,0
735,male,groupC,bachelors,2,firm;guy;behind;of,0
736,female,groupB,phd,9,low;trip;let;worry,0
737,male,groupA,masters,18,join;order;most;put,1
738,male,groupB,phd,13,red;civil;apply;position,1
739,non-binary,groupB,masters,11,heavy;four;study;of,1
740,female,groupA,phd,7,expert;from;attack;seat,1
741,male,groupB,masters,14,gas;career;nor;have,1
742,male,groupC,masters,20,never;music;effect;keep,1
743,female,groupA,bachelors,6,sister;key;single;wind,1
744,male,groupA,masters,5,identify;act;risk;for,0
745,male,groupA,masters,11,their;trouble;American;capital,1
746,female,groupA,phd,4,office;speech;strong;lawyer,1
747,female,groupA,phd,20,mouth;financial;information;check,1
748,male,groupA,bachelors,20,recent;movie;back;nearly,1
749,non-binary,groupC,masters,13,new;tend;thought;billion,1
750,female,groupA,bachelors,15,party;health;prove;break,1
751,female,groupB,masters,9,government;why;green;consider,1
752,female,groupA,masters,1,you;result;offer;wait,0
753,female,groupC,masters,8,form;all;standard;marriage,0
754,female,groupA,masters,4,partner;father;beautiful;most,0
755,female,groupB,bachelors,16,including;now;who;executive,1
756,female,groupA,masters,3,mean;father;if;former,0
757,female,groupA,bachelors,6,sometimes;really;admit;food,0
758,male,groupA,phd,19,station;agency;whatever;far,1
759,female,groupB,masters,5,science;day;involve;perhaps,1
760,male,groupA,phd,15,three;name;guy;authority,1
761,female,unknown,bachelors,8,kid;we;artist;test,0
762,female,groupA,masters,5,town;fill;us;personal,1
763,female,groupA,masters,13,high;sea;to;to,1
764,male,groupA,masters,20,job;enough;color;example,1
765,male,groupA,masters,9,work;relationship;remain;cell,0
766,non-binary,unknown,phd,2,issue;itself;pick;affect,0
767,male,groupA,phd,0,left;under;product;growth,0
768,male,groupA,bachelors,12,view;reach;clear;performance,1
769,male,groupC,bachelors,2,that;third;occur;rule,0
770,male,groupB,masters,11,reveal;his;turn;action,1
771,male,groupA,phd,16,officer;white;team;among,0
772,female,groupA,masters,5,ago;whether;better;us,0
773,female,groupB,bachelors,13,physical;name;there;fall,0
774,male,groupA,bachelors,19,evidence;your;fund;thought,1
775,female,groupA,masters,14,risk;campaign;thank;class,1
776,male,groupB,phd,1,cultural;industry;bring;knowledge,0
777,male,unknown,phd,5,firm;case;whether;professional,1
778,male,groupA,masters,7,visit;deal;pretty;experience,0
779,unknown,groupA,phd,1,able;study;medical;century,0
780,male,groupA,masters,10,record;light;guess;peace,1
781,male,groupA,masters,9,audience;benefit;drug;want,1
782,female,groupA,phd,1,score;word;use;eight,1
783,female,groupB,bachelors,10,officer;loss;movement;task,1
784,female,groupA,phd,4,production;wonder;later;pattern,1
785,female,groupA,phd,3,usually;coach;sea;believe,0
786,unknown,groupA,bachelors,5,his;follow;people;right,0
787,female,groupA,masters,2,her;old;social;local,0
788,male,groupB,bachelors,15,word;might;ten;him,1
789,unknown,groupB,bachelors,6,within;beautiful;church;race,0
790,female,unknown,phd,4,mother;care;must;car,1
791,female,groupA,masters,18,operation;say;attention;seem,1
792,male,groupA,phd,10,star;popular;cause;tax,1
793,female,groupA,masters,16,space;prepare;reduce;worry,1
794,female,groupA,bachelors,8,rock;see;side;gun,0
795,female,groupC,bachelors,0,ever;conference;like;speech,1
796,female,groupB,masters,4,foreign;chance;shake;movement,0
797,female,groupA,phd,3,what;green;current;better,0
798,female,unknown,masters,3,event;difference;spend;once,0
799,male,groupA,bachelors,4,bar;difference;listen;that,1
800,unknown,groupC,phd,13,free;throughout;account;suddenly,0
801,female,groupA,bachelors,0,speech;listen;scene;site,0
802,male,groupA,phd,3,beyond;water;hit;indicate,0
803,male,groupC,phd,7,imagine;push;add;feel,0
804,male,groupA,phd,2,sell;low;claim;power,0
805,female,groupA,bachelors,12,nor;plan;big;father,0
806,female,groupB,masters,12,determine;focus;different;finish,1
807,male,groupA,masters,16,great;machine;will;rate,1
808,female,groupB,bachelors,2,main;thank;entire;money,0
809,male,groupB,bachelors,6,staff;thousand;decade;hope,0
810,male,groupA,phd,3,data;well;special;resource,0
811,male,groupA,bachelors,3,actually;despite;leave;culture,1
812,male,groupB,bachelors,16,live;quickly;under;build,0
813,female,groupA,phd,11,social;evening;cell;knowledge,0
814,female,groupA,bachelors,15,minute;occur;tend;example,0
815,female,groupB,bachelors,18,about;build;appear;mouth,0
816,male,groupA,phd,12,collection;also;nearly;develop,1
817,male,groupA,phd,17,sure;throw;doctor;interest,1
818,female,groupA,phd,13,minute;quality;remain;trade,1
819,male,groupA,masters,10,early;long;when;act,0
820,female,unknown,bachelors,6,support;though;teach;door,0
821,female,groupB,phd,5,realize;life;door;result,0
822,non-binary,groupA,bachelors,4,state;success;politics;its,1
823,female,groupB,bachelors,14,southern;behind;exist;here,1
824,female,groupC,masters,16,sister;light;walk;card,1
825,female,groupA,masters,12,take;difficult;resource;expert,0
826,female,groupA,masters,18,behavior;enjoy;check;bad,1
827,male,groupB,phd,8,wear;page;or;reveal,1
828,female,groupB,bachelors,13,face;doctor;those;provide,1
829,male,unknown,bachelors,15,consider;degree;call;option,0
830,female,groupC,bachelors,19,often;concern;near;energy,0
831,male,groupA,phd,12,factor;including;daughter;total,1
832,male,groupA,phd,12,lawyer;friend;win;south,1
833,male,groupB,masters,13,certain;than;energy;buy,1
834,male,groupA,bachelors,9,trial;success;rest;customer,0
835,male,unknown,phd,10,project;your;window;evidence,0
836,male,groupB,phd,7,blue;move;cold;stop,1
837,non-binary,groupA,bachelors,5,reveal;cause;bank;kitchen,0
838,female,unknown,phd,2,on;final;analysis;tough,1
839,male,groupB,phd,13,ever;understand;response;heart,0
840,male,groupB,phd,5,again;win;measure;special,1
841,female,groupA,masters,16,how;east;anything;loss,0
842,female,groupA,masters,13,win;feel;defense;direction,1
843,male,groupA,masters,5,return;front;left;suggest,0
844,male,groupA,masters,20,leg;speak;positive;effort,1
845,male,groupB,phd,14,who;yeah;either;organization,1
846,female,groupA,phd,16,player;fine;one;play,1
847,female,groupA,bachelors,9,from;indeed;born;stuff,0
848,female,groupA,masters,9,free;home;business;include,0
849,male,groupC,masters,12,report;own;American;coach,1
850,male,groupB,bachelors,3,good;teacher;hair;raise,0
851,female,groupA,phd,13,sister;American;customer;court,1
852,male,groupA,bachelors,9,their;few;group;newspaper,1
853,female,groupA,bachelors,13,per;about;gun;important,0
854,female,groupB,phd,16,traditional;thank;foreign;street,1
855,male,groupB,bachelors,11,maintain;up;would;class,1
856,male,groupA,masters,1,coach;door;pull;wind,0
857,female,groupA,phd,14,water;behind;site;fall,1
858,male,groupA,masters,19,than;key;way;fill,1
859,female,unknown,phd,16,account;ahead;blood;respond,1
860,female,groupA,bachelors,13,since;less;consumer;we,1
861,male,groupA,phd,18,available;physical;risk;performance,1
862,male,groupA,bachelors,0,now;foot;read;color,0
863,female,groupA,masters,12,animal;international;PM;accept,0
864,female,groupA,phd,5,side;form;after;oil,1
865,male,groupA,masters,1,through;full;hour;let,1
866,female,groupC,phd,5,office;think;TV;young,0
867,female,groupA,bachelors,4,nothing;public;television;economy,1
868,male,groupB,masters,6,at;Mrs;one;including,0
869,non-binary,groupA,bachelors,12,truth;have;nothing;play,1
870,male,groupA,bachelors,11,someone;they;per;success,0
871,male,groupB,bachelors,3,Republican;cut;method;allow,0
872,female,groupA,phd,9,perhaps;edge;cold;official,1
873,female,groupA,phd,17,article;while;else;religious,1
874,male,groupB,bachelors,6,of;fall;control;when,0
875,male,groupA,phd,0,itself;use;indicate;investment,0
876,female,groupA,phd,4,nothing;now;although;Mr,1
877,female,groupB,bachelors,11,myself;believe;turn;at,1
878,female,groupB,bachelors,4,scientist;and;team;Mrs,0
879,female,groupA,phd,7,animal;dog;successful;summer,0
880,non-binary,groupB,phd,3,hold;agreement;figure;protect,1
881,male,groupC,bachelors,7,maybe;land;result;start,0
882,female,groupA,bachelors,0,again;from;would;improve,0
883,female,groupA,masters,15,matter;however;pressure;mention,1
884,male,groupA,phd,6,great;we;strong;American,1
885,unknown,groupA,masters,10,though;window;low;above,0
886,female,groupA,masters,9,trial;pull;low;eight,0
887,male,groupA,phd,13,ago;public;large;only,0
888,unknown,groupA,phd,19,might;maintain;capital;evidence,1
889,male,groupB,phd,13,state;company;team;white,1
890,male,groupA,masters,4,trouble;eight;social;oil,0
891,female,groupA,masters,20,almost;imagine;team;plan,1
892,unknown,groupC,bachelors,11,then;people;according;also,1
893,unknown,groupB,phd,12,big;able;candidate;full,1
894,male,groupB,phd,9,ask;hard;occur;if,1
895,male,groupB,bachelors,14,realize;control;quite;nation,0
896,male,groupB,masters,5,hotel;majority;drug;itself,0
897,unknown,groupA,bachelors,13,memory;activity;sort;country,1
898,male,groupA,masters,6,whom;skill;son;medical,1
899,male,groupA,masters,5,likely;exist;board;stop,0
900,unknown,groupB,masters,20,be;thousand;leave;thing,1
901,male,groupB,masters,18,question;hold;building;simple,1
902,female,groupB,phd,2,receive;most;attention;election,1
903,female,groupC,bachelors,3,street;eight;process;soon,0
904,female,groupA,phd,16,lay;instead;difference;half,1
905,female,groupA,bachelors,20,together;nation;stay;direction,1
906,female,unknown,bachelors,5,nice;just;two;place,0
907,male,groupA,bachelors,0,pick;article;avoid;analysis,1
908,male,groupA,masters,3,free;training;media;reflect,1
909,female,groupC,masters,3,strong;this;well;wide,0
910,female,groupA,bachelors,10,you;maybe;war;lead,0
911,male,groupA,masters,12,none;war;main;father,0
912,female,groupA,bachelors,12,sense;while;analysis;itself,1
913,non-binary,groupB,phd,14,bar;beat;organization;dark,1
914,female,groupA,phd,10,once;strategy;strategy;close,0
915,male,groupA,phd,15,since;development;skill;structure,1
916,male,groupB,bachelors,0,speak;model;free;by,0
917,male,groupC,masters,2,fill;decide;test;own,1
918,female,groupA,bachelors,12,support;among;a;rest,1
919,unknown,groupB,masters,10,bag;challenge;none;religious,1
920,female,groupB,bachelors,9,hand;head;course;form,0
921,male,groupB,phd,17,big;dinner;candidate;a,1
922,female,groupB,bachelors,15,through;boy;activity;day,1
923,male,groupA,bachelors,17,by;head;address;up,1
924,female,unknown,masters,20,relationship;worker;significant;threat,1
925,unknown,groupB,masters,6,on;west;none;drop,1
926,male,groupA,masters,5,inside;else;me;high,0
927,unknown,groupA,masters,7,bar;tax;describe;once,0
928,male,groupB,phd,17,include;voice;indeed;religious,1
929,female,groupB,bachelors,16,stage;couple;thus;power,1
930,male,groupA,bachelors,10,southern;democratic;soldier;need,1
931,male,groupB,phd,6,mention;answer;born;consumer,0
932,female,groupB,phd,13,too;science;however;car,1
933,female,groupA,masters,19,throughout;eat;usually;together,1
934,female,groupA,masters,1,argue;indicate;peace;ground,0
935,non-binary,groupB,phd,5,political;once;third;blood,1
936,male,groupB,masters,4,food;attack;time;plant,1
937,female,groupA,bachelors,13,third;evening;cause;participant,0
938,female,groupA,phd,5,yourself;care;nothing;site,1
939,female,groupB,phd,11,different;line;professor;news,1
940,female,groupB,phd,11,edge;themselves;media;sister,1
941,female,groupA,masters,8,happy;language;treat;class,0
942,male,groupA,masters,10,service;while;cup;south,1
943,male,groupA,bachelors,10,company;leader;another;tonight,0
944,male,groupA,bachelors,14,forward;paper;work;central,1
945,non-binary,groupB,bachelors,8,without;scene;might;step,1
946,female,groupB,masters,14,nothing;someone;collection;production,1
947,female,groupA,phd,14,prepare;blood;impact;need,1
948,female,groupB,masters,20,three;occur;might;want,1
949,male,groupA,phd,13,they;form;along;project,1
950,male,groupA,masters,0,hot;second;character;concern,0
951,female,groupA,bachelors,2,today;dog;than;sea,0
952,male,groupC,masters,5,along;oil;than;if,1
953,male,groupB,bachelors,5,chair;into;animal;now,0
954,male,groupA,bachelors,19,also;expert;hundred;white,0
955,female,groupA,bachelors,3,heavy;think;reduce;suddenly,0
956,female,groupA,phd,19,coach;up;half;fill,1
957,male,unknown,phd,0,way;executive;effort;civil,0
958,female,groupA,masters,14,behavior;learn;end;make,1
959,male,groupA,phd,12,manage;three;concern;nor,1
960,male,groupB,phd,19,history;official;offer;what,1
961,female,groupC,phd,9,appear;with;car;my,1
962,female,groupA,phd,5,whether;fine;others;boy,0
963,male,groupA,bachelors,5,me;prove;foot;enjoy,1
964,male,unknown,bachelors,20,without;describe;operation;through,1
965,male,groupB,bachelors,15,wide;woman;certain;suddenly,0
966,non-binary,groupB,masters,11,seven;generation;believe;sea,1
967,male,groupA,bachelors,1,capital;something;region;again,1
968,female,groupA,masters,14,because;drop;by;guy,1
969,male,groupA,phd,13,stage;purpose;contain;of,1
970,male,groupB,masters,7,last;building;court;design,0
971,male,groupA,phd,14,up;decide;radio;thousand,0
972,female,groupA,bachelors,6,much;tax;item;reduce,0
973,male,groupA,bachelors,10,once;back;type;note,0
974,male,groupB,phd,20,player;according;card;such,1
975,female,groupA,phd,10,you;hour;represent;special,1
976,female,groupA,masters,0,culture;treatment;consider;law,0
977,non-binary,groupB,masters,7,trial;financial;develop;thing,0
978,female,groupA,bachelors,20,reveal;positive;trial;water,1
979,female,groupB,masters,12,hand;often;such;hundred,1
980,male,groupA,masters,14,consider;hear;happen;number,1
981,female,groupA,masters,5,show;low;recognize;impact,1
982,male,groupB,bachelors,11,energy;analysis;number;woman,1
983,female,groupA,bachelors,1,shoulder;key;level;serve,0
984,male,groupA,phd,11,spring;nice;mean;grow,1
985,male,groupA,masters,9,probably;property;protect;cultural,0
986,female,groupA,phd,0,art;water;resource;energy,0
987,male,groupA,phd,4,democratic;company;clear;eye,0
988,female,groupA,masters,5,far;coach;draw;skin,0
989,non-binary,groupA,bachelors,8,fight;stop;enough;example,1
990,female,groupA,bachelors,13,ten;do;quite;shoulder,1
991,non-binary,groupA,phd,15,bit;PM;do;up,1
992,male,groupA,phd,20,most;ball;simple;early,1
993,male,groupB,phd,1,job;forget;research;nearly,0
994,female,groupC,bachelors,20,eye;fact;network;week,0
995,female,groupA,bachelors,8,stage;also;health;civil,0
996,female,groupA,phd,3,put;about;study;ago,0
997,female,groupC,masters,13,while;individual;maybe;security,0
998,unknown,groupB,masters,18,heavy;far;tree;soon,1
999,male,groupC,bachelors,2,evening;friend;middle;last,0
1000,female,groupA,bachelors,12,bank;begin;deep;opportunity,1
1001,male,groupC,masters,20,appear;happy;life;although,1
1002,male,groupA,bachelors,14,environmental;again;but;clear,1
1003,non-binary,groupB,masters,4,deep;president;inside;election,0
1004,non-binary,groupB,phd,15,simple;herself;project;baby,0
1005,female,groupA,bachelors,7,will;probably;step;idea,1
1006,female,groupA,phd,10,program;seat;international;candidate,0
1007,male,groupB,bachelors,13,society;home;recognize;across,1
1008,female,groupC,masters,3,edge;word;wonder;stop,1
1009,male,groupB,bachelors,2,understand;eye;follow;specific,0
1010,female,groupA,masters,8,class;maintain;program;close,1
1011,male,groupA,phd,14,item;office;heavy;yourself,0
1012,unknown,groupA,masters,9,free;local;include;more,0
1013,male,groupA,phd,20,drop;lawyer;whole;process,1
1014,male,groupB,phd,14,evidence;cold;many;reality,1
1015,female,groupB,bachelors,18,to;guess;success;about,1
1016,female,groupB,phd,5,remain;system;ground;stage,0
1017,male,groupB,phd,5,system;dark;enough;country,0
1018,female,groupC,masters,2,defense;fall;hot;woman,0
1019,male,groupC,phd,3,himself;alone;prepare;probably,0
1020,non-binary,groupB,phd,15,room;market;personal;someone,1
1021,female,groupA,masters,0,myself;because;best;with,1
1022,female,groupB,phd,17,author;candidate;realize;deep,1
1023,female,groupC,bachelors,17,sort;such;consider;star,1
1024,female,groupA,masters,16,player;current;manager;treatment,0
1025,female,groupB,bachelors,5,red;type;until;out,1
1026,male,groupA,bachelors,18,since;me;bring;must,1
1027,male,unknown,masters,18,general;laugh;establish;leader,1
1028,non-binary,groupC,masters,9,operation;participant;will;stock,1
1029,female,groupB,masters,5,hold;Democrat;strong;radio,1
1030,male,groupB,phd,3,cold;change;wonder;another,1
1031,male,groupC,phd,1,though;daughter;now;table,1
1032,male,groupB,bachelors,0,understand;door;direction;film,0
1033,male,groupA,masters,0,into;model;east;move,0
1034,female,groupB,bachelors,11,lot;whose;speak;lawyer,1
1035,female,groupA,phd,5,research;set;source;knowledge,0
1036,non-binary,groupB,phd,8,purpose;international;fast;heavy,0
1037,female,groupA,bachelors,16,manager;city;determine;line,1
1038,female,groupB,masters,19,why;something;agent;various,1
1039,male,groupA,bachelors,16,we;painting;heart;yard,1
1040,male,groupC,bachelors,8,inside;young;American;dark,1
1041,female,unknown,bachelors,15,heavy;simple;do;special,1
1042,female,groupA,bachelors,5,second;skill;direction;sea,0
1043,male,groupA,bachelors,11,two;table;whatever;base,0
1044,unknown,groupA,masters,14,use;look;miss;student,1
1045,male,groupC,bachelors,16,project;hair;red;debate,1
1046,unknown,groupA,phd,9,say;nation;floor;fine,0
1047,non-binary,groupA,phd,14,commercial;claim;statement;attention,0
